index,父微博用户ID,count,total,percent,followers,root
6.0,2aab8c27f8d25403450be03f7338bbc0,7,1709,0.4095962551199532,418,768c8145171a276365164af3bd2b94c3
7.0,351c2edd8f8cd8497f9fea0ef6e620e7,6,1709,0.3510825043885313,120,768c8145171a276365164af3bd2b94c3
1.0,60c751318f4cf2adf7c870a1cf2ce0e8,577,1628,35.442260442260434,2052,60c751318f4cf2adf7c870a1cf2ce0e8
2.0,0718603c176da086c69dc07966d46180,226,1628,13.882063882063882,2531,60c751318f4cf2adf7c870a1cf2ce0e8
3.0,bd3daa1b89b3c1e12d460b19bf2a9e10,102,1628,6.2653562653562656,1657,60c751318f4cf2adf7c870a1cf2ce0e8
4.0,d462d66b8042ad8af59c9b1ab7cffa1a,81,1628,4.975429975429975,1079,60c751318f4cf2adf7c870a1cf2ce0e8
5.0,4598896a47797f8bcb161aa4b3c9065f,68,1628,4.176904176904176,184,60c751318f4cf2adf7c870a1cf2ce0e8
6.0,ecd350325dde0a7dd19804fb422d01d2,26,1628,1.597051597051597,525,60c751318f4cf2adf7c870a1cf2ce0e8
7.0,421341f58cb2a4134854626f236a2179,25,1628,1.5356265356265355,243,60c751318f4cf2adf7c870a1cf2ce0e8
8.0,260dbe5a11f2b0736ada34eff2f830b6,20,1628,1.2285012285012284,107,60c751318f4cf2adf7c870a1cf2ce0e8
9.0,bf3618aa94a7c1191cc28ef4ba74a7c5,17,1628,1.0442260442260445,157,60c751318f4cf2adf7c870a1cf2ce0e8
10.0,5e3209e7cd9f4f0b7ff9d51c3ee87069,17,1628,1.0442260442260445,98,60c751318f4cf2adf7c870a1cf2ce0e8
11.0,8fc12b0c1e5eca4314b5fe682ccb7089,15,1628,0.9213759213759214,88,60c751318f4cf2adf7c870a1cf2ce0e8
12.0,ce96254fb848d66f2032b408f8bbf9ad,14,1628,0.85995085995086,73,60c751318f4cf2adf7c870a1cf2ce0e8
13.0,58056dc90f0ec3e66571a2829b5d6a1e,10,1628,0.6142506142506142,61,60c751318f4cf2adf7c870a1cf2ce0e8
14.0,81ab81baf4a7a7a13f5c5daa48f48dab,7,1628,0.42997542997543,43,60c751318f4cf2adf7c870a1cf2ce0e8
1.0,318fc95107fd4ff003a3167940091152,4121,5648,72.96388101983003,29574,318fc95107fd4ff003a3167940091152
2.0,1c2facd59cff30780a9061551a37737e,529,5648,9.36614730878187,9592,318fc95107fd4ff003a3167940091152
3.0,cc6f1f8154906f716b10c87135e7d3a8,150,5648,2.655807365439093,7993,318fc95107fd4ff003a3167940091152
4.0,7bf66fad923faccb45ed31c00eeb2e70,77,5648,1.363314447592068,1694,318fc95107fd4ff003a3167940091152
5.0,d570d7cf1bca056e3d202b615c4dc4f6,77,5648,1.363314447592068,2331,318fc95107fd4ff003a3167940091152
6.0,d02fe5ae9d34938a89bf00eb4b457152,45,5648,0.796742209631728,1197,318fc95107fd4ff003a3167940091152
7.0,8399687ce4901b4a49a55505236b82dd,32,5648,0.56657223796034,14,318fc95107fd4ff003a3167940091152
8.0,dea17c6deec48f262dd65ac1252b1006,23,5648,0.4072237960339943,245,318fc95107fd4ff003a3167940091152
9.0,9972f33ab08b919abf65b7c0f1e54d3e,16,5648,0.28328611898017,170,318fc95107fd4ff003a3167940091152
10.0,ed203594114ed504bbc4a3b8789c83a0,16,5648,0.28328611898017,5889,318fc95107fd4ff003a3167940091152
11.0,97ace88960dcdfe6a7f3ed8b7ab8e31c,13,5648,0.2301699716713881,1473,318fc95107fd4ff003a3167940091152
12.0,e5ef3e14935c6052f87eb225ff4159f0,12,5648,0.21246458923512748,388,318fc95107fd4ff003a3167940091152
13.0,97a40586da64f22dba797ae1bea36465,12,5648,0.21246458923512748,78,318fc95107fd4ff003a3167940091152
14.0,9c0a747c62e3c7986eedcf07197447c4,10,5648,0.17705382436260622,1132,318fc95107fd4ff003a3167940091152
15.0,209360a21e1dcb020aa67190a3c461e0,10,5648,0.17705382436260622,35,318fc95107fd4ff003a3167940091152
16.0,6953ed1cb97af021bfd85cc408c7c712,9,5648,0.15934844192634562,58,318fc95107fd4ff003a3167940091152
17.0,a8eeb3ac99f838868da494263e74b697,8,5648,0.141643059490085,189,318fc95107fd4ff003a3167940091152
18.0,47ec143c02a8792bd38709a2a67d24c8,7,5648,0.12393767705382434,47,318fc95107fd4ff003a3167940091152
19.0,28d62427df4984479a7dbcb0bb3ef7ee,6,5648,0.10623229461756374,112,318fc95107fd4ff003a3167940091152
1.0,c7d207133d5343995b0e98e22a6edc7d,4190,4562,91.8456817185445,9525,c7d207133d5343995b0e98e22a6edc7d
2.0,212f84c0f37044e14a024901f3654065,33,4562,0.7233669443226655,392,c7d207133d5343995b0e98e22a6edc7d
3.0,86c85268c1f241da319535acffd94b71,16,4562,0.35072336694432266,82,c7d207133d5343995b0e98e22a6edc7d
4.0,bac10fd244e072e701c65c5fd70c0edb,10,4562,0.21920210434020165,1168,c7d207133d5343995b0e98e22a6edc7d
5.0,26fcf8890d9775ad5b3a8b759262ed43,10,4562,0.21920210434020165,402,c7d207133d5343995b0e98e22a6edc7d
6.0,0eb57511205b825bed19639042e97957,8,4562,0.17536168347216133,42,c7d207133d5343995b0e98e22a6edc7d
7.0,5dd5daff5f842fc34c2af968efa64211,8,4562,0.17536168347216133,211,c7d207133d5343995b0e98e22a6edc7d
8.0,9ed76113506330d7926388a27c9e7450,8,4562,0.17536168347216133,322,c7d207133d5343995b0e98e22a6edc7d
9.0,65ce8cefed572f7d689b90248f501785,7,4562,0.15344147303814118,22,c7d207133d5343995b0e98e22a6edc7d
10.0,c2547337e382c2e2a16faa32f1f57e4a,7,4562,0.15344147303814118,271,c7d207133d5343995b0e98e22a6edc7d
1.0,03e1002b3e6a2a4d9d1f110232da0088,6494,6719,96.65128739395745,1370,03e1002b3e6a2a4d9d1f110232da0088
2.0,89a0c4635465c73958159086f5c83b6d,30,6719,0.4464950141390088,217,03e1002b3e6a2a4d9d1f110232da0088
3.0,6dabffddf1a37926c26224b0af79994a,16,6719,0.23813067420747136,168,03e1002b3e6a2a4d9d1f110232da0088
4.0,51c86f8912a9b24a9b5addff03e2f466,8,6719,0.11906533710373568,582,03e1002b3e6a2a4d9d1f110232da0088
5.0,1e105ef71ce845fbfe145c0dc86dccef,7,6719,0.10418216996576872,74,03e1002b3e6a2a4d9d1f110232da0088
6.0,e41ed06c5221e704363769877395339e,4,6719,0.05953266855186784,365,03e1002b3e6a2a4d9d1f110232da0088
7.0,f82516492602988f95f56063eefc46fc,4,6719,0.05953266855186784,79,03e1002b3e6a2a4d9d1f110232da0088
1.0,cf2a4b8fa6ffc9ca1f219fd19933f2cf,1476,4160,35.480769230769226,21,481936e8d71dd32f76ec019580652bed
1.0,76bff4a214153e162c98d7ff7d7f9e06,2500,4961,50.39306591413022,3918,76bff4a214153e162c98d7ff7d7f9e06
2.0,b672fadcb306797bbba44cae1ecf5765,364,4961,7.3372303970973585,2253,76bff4a214153e162c98d7ff7d7f9e06
3.0,217a7740a38412db4525c1cfb44ff5ca,354,4961,7.135658133440838,2555,76bff4a214153e162c98d7ff7d7f9e06
4.0,1bdb96a290cbd7b357605eccf4f2d27e,159,4961,3.2049989921386817,982,76bff4a214153e162c98d7ff7d7f9e06
5.0,c4daf0e54d59ef196ea94c9a682209a4,120,4961,2.41886716387825,1719,76bff4a214153e162c98d7ff7d7f9e06
6.0,8d114e5a8f8bb3c4250d10ca4d40772d,95,4961,1.9149365047369482,2148,76bff4a214153e162c98d7ff7d7f9e06
7.0,e866f5c5af1be3c112c94f9a479827bf,89,4961,1.7939931465430357,143,76bff4a214153e162c98d7ff7d7f9e06
8.0,4472dd0f57eca1eaf4a12761cf586c61,70,4961,1.411005845595646,1191,76bff4a214153e162c98d7ff7d7f9e06
9.0,291fe5cd9999a9c68cd4ea780d1ff5af,42,4961,0.8466035073573877,189,76bff4a214153e162c98d7ff7d7f9e06
10.0,800aebd10aa859549712af7faa264bed,36,4961,0.7256601491634751,86,76bff4a214153e162c98d7ff7d7f9e06
11.0,1d90b148ffc0cd15321f35b0563ce28c,29,4961,0.5845595646039105,504,76bff4a214153e162c98d7ff7d7f9e06
12.0,64f8f1aca6b5e1c9ea5d3f102295ac0e,29,4961,0.5845595646039105,55,76bff4a214153e162c98d7ff7d7f9e06
13.0,d16d80d9e2bdc90955cb80a50746ae81,26,4961,0.5240878855069543,491,76bff4a214153e162c98d7ff7d7f9e06
14.0,be4f164289ab97d3390248a3746a53a8,23,4961,0.463616206409998,31,76bff4a214153e162c98d7ff7d7f9e06
15.0,75225b24867d292f5063aa42166cf75d,20,4961,0.4031445273130417,73,76bff4a214153e162c98d7ff7d7f9e06
16.0,710b020052c85bcbc3891b54d01b3c3e,18,4961,0.3628300745817376,136,76bff4a214153e162c98d7ff7d7f9e06
17.0,18f4e34224a20af15748c656c06533cd,17,4961,0.34267284821608546,217,76bff4a214153e162c98d7ff7d7f9e06
18.0,28d62427df4984479a7dbcb0bb3ef7ee,17,4961,0.34267284821608546,112,76bff4a214153e162c98d7ff7d7f9e06
19.0,0bf43689bda20046d3f83ee1f1f5a7aa,15,4961,0.3023583954847813,531,76bff4a214153e162c98d7ff7d7f9e06
20.0,073a0388aa2b3f22fa31eadaa62e3d0c,14,4961,0.2822011691191292,437,76bff4a214153e162c98d7ff7d7f9e06
21.0,590a49af7702210301624515350b5625,8,4961,0.16125781092521668,67,76bff4a214153e162c98d7ff7d7f9e06
22.0,e2f8dccbdcd129fc238d22cbc5bdcca3,8,4961,0.16125781092521668,86,76bff4a214153e162c98d7ff7d7f9e06
23.0,49bd9edf4ef3ff52d64020bbc6f36953,8,4961,0.16125781092521668,106,76bff4a214153e162c98d7ff7d7f9e06
1.0,1ccd36b5a88b0641491e8e315cc889cd,4183,4260,98.1924882629108,260,1ccd36b5a88b0641491e8e315cc889cd
2.0,7b4ce592a0bef5a6cb681912113012e2,3,4260,0.07042253521126761,4,1ccd36b5a88b0641491e8e315cc889cd
3.0,05dee3d9b88b16dff97632fda2b3ca27,3,4260,0.07042253521126761,4,1ccd36b5a88b0641491e8e315cc889cd
4.0,2e1662c7ee7284caa6b5cadf193b1bfe,3,4260,0.07042253521126761,439,1ccd36b5a88b0641491e8e315cc889cd
1.0,12d856f800dc42c4c5229b99cbeb4053,6226,8200,75.92682926829268,1289,12d856f800dc42c4c5229b99cbeb4053
2.0,c5b0c6257c846681c0162507831bdf0f,280,8200,3.414634146341464,3246,12d856f800dc42c4c5229b99cbeb4053
3.0,bc6f6d19d2a9eca5a8720caca4e07908,252,8200,3.0731707317073167,877,12d856f800dc42c4c5229b99cbeb4053
4.0,13dfba43de47dbcd2a07e01950c1e00d,220,8200,2.6829268292682933,3652,12d856f800dc42c4c5229b99cbeb4053
5.0,e61671ae6229fd2e329abffb1fab99a3,172,8200,2.097560975609756,1999,12d856f800dc42c4c5229b99cbeb4053
6.0,bdf80da5bad06006922252bf8df23f2b,128,8200,1.5609756097560976,1068,12d856f800dc42c4c5229b99cbeb4053
7.0,900ec2f4d62f774b7c62295d44a96cdf,80,8200,0.975609756097561,662,12d856f800dc42c4c5229b99cbeb4053
8.0,030e7716671a76d35daef80682dc8766,53,8200,0.6463414634146342,1155,12d856f800dc42c4c5229b99cbeb4053
9.0,e36127e1d3fff51c63a84354a7e9a193,34,8200,0.4146341463414634,570,12d856f800dc42c4c5229b99cbeb4053
10.0,4fdfaffa04758a415d0c5a9f0d68d000,22,8200,0.2682926829268293,279,12d856f800dc42c4c5229b99cbeb4053
11.0,07bd1c896c48678701553c05292d1589,19,8200,0.23170731707317074,182,12d856f800dc42c4c5229b99cbeb4053
12.0,5b85f8c40f1a4b5d0fcedc4e738d1fdd,13,8200,0.15853658536585366,69,12d856f800dc42c4c5229b99cbeb4053
13.0,b094bd8205d8912d7b66b6b4b8a4f148,11,8200,0.13414634146341464,29,12d856f800dc42c4c5229b99cbeb4053
14.0,a42052a79f9b3f684d4ff1a3060aeb50,11,8200,0.13414634146341464,11,12d856f800dc42c4c5229b99cbeb4053
15.0,107c72c4780bbe0eabe800b35adbd15e,10,8200,0.12195121951219512,213,12d856f800dc42c4c5229b99cbeb4053
16.0,083262f563436f70f645a4dfcf411438,9,8200,0.1097560975609756,70,12d856f800dc42c4c5229b99cbeb4053
17.0,657a92bcd20753373b24493678095761,7,8200,0.08536585365853659,60,12d856f800dc42c4c5229b99cbeb4053
18.0,299d2a4b5d32b84eb3039d9d2c426dd8,4,8200,0.04878048780487805,21,12d856f800dc42c4c5229b99cbeb4053
19.0,e12e3eca7934728c70f238fcc4440b99,4,8200,0.04878048780487805,35,12d856f800dc42c4c5229b99cbeb4053
20.0,6304ded87876fcd8c5e88d9cb5cbd377,4,8200,0.04878048780487805,62,12d856f800dc42c4c5229b99cbeb4053
21.0,1f1b00393a2e8ffabeb15355f987e326,4,8200,0.04878048780487805,159,12d856f800dc42c4c5229b99cbeb4053
22.0,89c220b1cbff61198ee1e5a7b6fd843e,4,8200,0.04878048780487805,90,12d856f800dc42c4c5229b99cbeb4053
23.0,31662dd2172dc244d32d58215281b59f,4,8200,0.04878048780487805,40,12d856f800dc42c4c5229b99cbeb4053
1.0,013be8a44f35b9368f36715b053aa990,8317,8390,99.12991656734206,736,013be8a44f35b9368f36715b053aa990
1.0,df319c996508d16f19cc687aa7e19a83,1293,3912,33.0521472392638,403,df319c996508d16f19cc687aa7e19a83
2.0,ddbc3da8202cb48e0fe05de6a5b32090,201,3912,5.138036809815951,1524,df319c996508d16f19cc687aa7e19a83
3.0,2a72d278ae183f70cee992bd6102dd61,161,3912,4.115541922290388,3367,df319c996508d16f19cc687aa7e19a83
4.0,da403415766cebfe1d141e80a13ee820,161,3912,4.115541922290388,1993,df319c996508d16f19cc687aa7e19a83
5.0,3af9463319ed7385f1a1fdf0399b432e,129,3912,3.2975460122699385,659,df319c996508d16f19cc687aa7e19a83
6.0,d462d66b8042ad8af59c9b1ab7cffa1a,107,3912,2.735173824130879,1079,df319c996508d16f19cc687aa7e19a83
7.0,93266b2d3675b4511327b09423131c67,83,3912,2.1216768916155417,42,df319c996508d16f19cc687aa7e19a83
8.0,77d694ff1856c42c3242a2e5d85a002f,80,3912,2.044989775051125,352,df319c996508d16f19cc687aa7e19a83
9.0,d7d125f9605eb875d04cb2940202b7c7,68,3912,1.738241308793456,407,df319c996508d16f19cc687aa7e19a83
10.0,e51bbe8471fbf05507c47d2f746a7cd3,61,3912,1.5593047034764826,493,df319c996508d16f19cc687aa7e19a83
11.0,6d95e97915e780cbfb466933382150f6,58,3912,1.4826175869120657,537,df319c996508d16f19cc687aa7e19a83
12.0,a7dd07d3655174cb41e7c95d503a1a5c,46,3912,1.1758691206543967,595,df319c996508d16f19cc687aa7e19a83
13.0,b1bf8e72bfaa33d608dc77a7c93fd397,42,3912,1.0736196319018405,563,df319c996508d16f19cc687aa7e19a83
14.0,3b9355df6a2f443bf33c18ba4f86c495,30,3912,0.7668711656441718,142,df319c996508d16f19cc687aa7e19a83
15.0,421341f58cb2a4134854626f236a2179,27,3912,0.6901840490797546,243,df319c996508d16f19cc687aa7e19a83
16.0,e010f9bc988eae84eb5b7440317d8d8c,26,3912,0.6646216768916156,162,df319c996508d16f19cc687aa7e19a83
17.0,d4f6820145d36bb575d092967103e654,23,3912,0.5879345603271984,185,df319c996508d16f19cc687aa7e19a83
18.0,fe2190acce7e7067021687b395df8d73,20,3912,0.5112474437627812,310,df319c996508d16f19cc687aa7e19a83
19.0,8fa0335c093c54eb2595dffd97c0f9eb,18,3912,0.4601226993865031,23,df319c996508d16f19cc687aa7e19a83
20.0,2b7d152714e94ed57c5f0db22dfe0dd8,14,3912,0.35787321063394684,141,df319c996508d16f19cc687aa7e19a83
21.0,c624442e988e269a86751340c0bd9e2e,10,3912,0.2556237218813906,458,df319c996508d16f19cc687aa7e19a83
22.0,455a93da479a725261b987d690ef6bd8,10,3912,0.2556237218813906,137,df319c996508d16f19cc687aa7e19a83
23.0,f56cf54e056782256f65c872bf766a25,8,3912,0.20449897750511248,35,df319c996508d16f19cc687aa7e19a83
24.0,d7f796c11a55d43234be3b3053decd4f,7,3912,0.17893660531697342,55,df319c996508d16f19cc687aa7e19a83
25.0,211aea61136a2b73cbc47333723f2d5f,7,3912,0.17893660531697342,94,df319c996508d16f19cc687aa7e19a83
26.0,fdfe94b2a88a17678d8bf34e8df58df7,7,3912,0.17893660531697342,113,df319c996508d16f19cc687aa7e19a83
27.0,1a6b9e588fd6f7e40a0d690cb49c2d20,7,3912,0.17893660531697342,31,df319c996508d16f19cc687aa7e19a83
28.0,465a9669ed8f831f4d718a531a4a4af3,6,3912,0.15337423312883436,51,df319c996508d16f19cc687aa7e19a83
29.0,260dbe5a11f2b0736ada34eff2f830b6,6,3912,0.15337423312883436,107,df319c996508d16f19cc687aa7e19a83
30.0,ff9364be5d4ec20fe38108ebc96d9671,6,3912,0.15337423312883436,190,df319c996508d16f19cc687aa7e19a83
31.0,80fa8c49f5607323b2839afe14eaceb9,6,3912,0.15337423312883436,206,df319c996508d16f19cc687aa7e19a83
1.0,eaf6d21b853f1cbdeb12a23f5c4fee18,1794,2021,88.76793666501732,5405,eaf6d21b853f1cbdeb12a23f5c4fee18
2.0,97a40586da64f22dba797ae1bea36465,27,2021,1.3359722909450766,78,eaf6d21b853f1cbdeb12a23f5c4fee18
3.0,1d37f8c3e0e88597f192c69ed4bb28a8,16,2021,0.7916872835230084,23,eaf6d21b853f1cbdeb12a23f5c4fee18
4.0,9c019deb4934e41281b8e2edfebf148b,5,2021,0.2474022761009401,16,eaf6d21b853f1cbdeb12a23f5c4fee18
1.0,bb315eee2c36d6bfe63036559625c98b,2015,2127,94.73436765397273,503,bb315eee2c36d6bfe63036559625c98b
2.0,de573b15076940f1a2e51c3c48e6227a,26,2127,1.222378937470616,690,bb315eee2c36d6bfe63036559625c98b
1.0,8920a3b5f03b8f613873eea3b61a1c93,1686,1691,99.70431697220579,873,8920a3b5f03b8f613873eea3b61a1c93
1.0,318fc95107fd4ff003a3167940091152,3095,3258,94.99693063228978,29574,318fc95107fd4ff003a3167940091152
2.0,75a9d333ed0a9aa7a179606d10e71294,11,3258,0.3376304481276857,5,318fc95107fd4ff003a3167940091152
3.0,b41a2a69560dab010f31755540d5d76f,8,3258,0.24554941682013506,98,318fc95107fd4ff003a3167940091152
1.0,bd996818a67dad91fc0fb67fe78a6bc3,2392,3306,72.35329703569269,185,bd996818a67dad91fc0fb67fe78a6bc3
2.0,15b621ce165a15a31d58731867c445ac,360,3306,10.88929219600726,1985,bd996818a67dad91fc0fb67fe78a6bc3
3.0,6f8274355a16ba11c4871e90e601125b,74,3306,2.2383545069570485,680,bd996818a67dad91fc0fb67fe78a6bc3
4.0,291fe5cd9999a9c68cd4ea780d1ff5af,34,3306,1.02843315184513,189,bd996818a67dad91fc0fb67fe78a6bc3
5.0,800aebd10aa859549712af7faa264bed,32,3306,0.9679370840895342,86,bd996818a67dad91fc0fb67fe78a6bc3
6.0,e358a266d565a54c065fe42091960951,31,3306,0.9376890502117362,471,bd996818a67dad91fc0fb67fe78a6bc3
7.0,0ecfb78997a9f4b7e89082e99df419a9,30,3306,0.9074410163339384,397,bd996818a67dad91fc0fb67fe78a6bc3
8.0,572c8ea89aab5ed2cd126945597b9bd6,24,3306,0.7259528130671506,123,bd996818a67dad91fc0fb67fe78a6bc3
9.0,486ef43848f673a4102d646720112026,17,3306,0.514216575922565,51,bd996818a67dad91fc0fb67fe78a6bc3
10.0,d6917f86ff12557b3b1fdc6082826f77,12,3306,0.3629764065335753,39,bd996818a67dad91fc0fb67fe78a6bc3
11.0,13541b088b5240e059b67828333fad5f,10,3306,0.3024803387779794,138,bd996818a67dad91fc0fb67fe78a6bc3
12.0,c2f1afa943db1231eb01b8419018197d,8,3306,0.24198427102238354,49,bd996818a67dad91fc0fb67fe78a6bc3
13.0,e87014a89e0b77b359e239ea8e6f35a3,7,3306,0.2117362371445856,205,bd996818a67dad91fc0fb67fe78a6bc3
