index,父微博用户ID,count,followers,TimeDIST,NetDIST,feature
82,800aebd10aa859549712af7faa264bed,36,86,19,2,0
104,e51bbe8471fbf05507c47d2f746a7cd3,61,493,165,3,0
178,1c2facd59cff30780a9061551a37737e,529,9592,10,1,0
80,95f27391d531f5c81412213294304065,35,1364,228,2,0
129,06e1bebf7d92e41093c20917656f1eba,97,1742,146,3,0
123,13dfba43de47dbcd2a07e01950c1e00d,83,3652,294,2,0
36,949507815d06969877dd4520c2e37cf8,22,20,24,5,0
63,fc90977dc07f74598122c786c439bbff,29,695,229,2,0
12,421eda4b89a19d5895363c388a02d2d9,13,49,953,4,0
19,b7c1eed078f1cbaea13bd18afc8f06d5,15,201,899,3,0
89,d9f5bbb77995664d6afee258e73e5da8,43,1298,124,3,0
134,030e7716671a76d35daef80682dc8766,115,1155,708,8,0
170,a910804dcbc2f02ce0de7de89055620e,271,5924,1039,1,0
39,572c8ea89aab5ed2cd126945597b9bd6,24,123,540,2,0
71,bc7e4edf985d1da649b7e03556a5ac07,31,358,224,1,0
23,4f8e488a605c79fb1759edb353c27c8a,17,500,79,1,0
93,a7dd07d3655174cb41e7c95d503a1a5c,46,595,25,3,0
75,d7d125f9605eb875d04cb2940202b7c7,33,407,48,3,0
114,7bf66fad923faccb45ed31c00eeb2e70,77,1694,52,2,0
113,a75aa0e8bd656df0d430a84393b3801b,74,1701,1221,2,0
2,077e80d1749150eaf451bedd11f72b1a,6,315,133,1,0
95,a1518fbc4d82b37dcf7d2a603d567ad5,50,905,142,1,0
182,a8d101c2085a3ac58d9cb1029c7d6bc2,1229,1564,0,0,1
184,768c8145171a276365164af3bd2b94c3,1410,5010,0,0,1
200,1ccd36b5a88b0641491e8e315cc889cd,4183,260,0,0,1
205,013be8a44f35b9368f36715b053aa990,8317,736,0,0,1
203,12d856f800dc42c4c5229b99cbeb4053,6226,1289,0,0,1
193,c7af761e0f90995b5a9a0827276f0512,2960,2079,0,0,1
202,43a971db6364c4ed7cd101feca243600,4567,31088,0,0,1
192,76bff4a214153e162c98d7ff7d7f9e06,2500,3918,0,0,1
186,8920a3b5f03b8f613873eea3b61a1c93,1686,873,0,0,1
196,14baec16e62afaf8aac187f828122d21,3243,3027,0,0,1
185,cf2a4b8fa6ffc9ca1f219fd19933f2cf,1476,21,647,1,1
187,eaf6d21b853f1cbdeb12a23f5c4fee18,1794,5405,0,0,1
