index,父微博用户ID,count,followers,TimeDIST,NetDIST,feature
61,b6e425775fc670efa502b8f49952c5fc,29,394,311,3,0
4,048a97818c7f5918bb92b98922e97916,6,12,99,3,0
41,d31b5740c902262940cdd70a0ec67945,24,4,39,1,0
36,949507815d06969877dd4520c2e37cf8,22,20,24,5,0
137,c4daf0e54d59ef196ea94c9a682209a4,120,1719,1025,2,0
17,eb3aad38db0c25328d79d18488b4e5b6,13,5,49,3,0
148,01b874689f63fbbf1a437efa9a1a31cb,142,3873,104,2,0
136,723ac18cb30b88a9a84748ed619d7ac8,119,721,461,11,0
73,731e0e5494614166df82a85ca9e1234a,32,245,862,3,0
14,0ca46645b3a3ae06bf0377e26eccffe8,13,58,520,4,0
64,f38cb47fb0fdbeaf73da4bf23eb869b7,30,443,160,2,0
117,77d694ff1856c42c3242a2e5d85a002f,80,352,213,1,0
26,91072ce8d5415c31e243b8d6061232e0,18,103,123,2,0
10,fde4a2babeacce2bd786c58b450a1664,12,237,876,5,0
107,4598896a47797f8bcb161aa4b3c9065f,68,184,232,7,0
92,191847c2b9342d87ff5693fd22d7b6be,46,236,373,2,0
156,269514e3919489d4991aa60aa5b50574,171,1486,892,2,0
40,ca98347437f9505c19e5703e8fcb0a37,24,302,34,2,0
37,d4f6820145d36bb575d092967103e654,23,185,259,5,0
29,fe2190acce7e7067021687b395df8d73,20,310,31,1,0
91,d02fe5ae9d34938a89bf00eb4b457152,45,1197,27,1,0
69,be351e2955488c82a832d5ef9c10b3cd,31,114,42,2,0
153,da403415766cebfe1d141e80a13ee820,161,1993,22,2,0
60,1d90b148ffc0cd15321f35b0563ce28c,29,504,196,2,0
81,ff9364be5d4ec20fe38108ebc96d9671,35,190,378,4,0
49,e010f9bc988eae84eb5b7440317d8d8c,26,162,11,2,0
140,0f5dd75fa2ed482523b629b5f83e4ac1,126,706,35,1,0
52,3ac62331c13539bd2445e4797c704e3d,27,294,171,2,0
199,318fc95107fd4ff003a3167940091152,4121,29574,0,0,1
197,407ca48f6b41117e98fb675a8af44261,3259,2573,0,0,1
201,c7d207133d5343995b0e98e22a6edc7d,4190,9525,0,0,1
183,df319c996508d16f19cc687aa7e19a83,1293,403,0,0,1
191,bd996818a67dad91fc0fb67fe78a6bc3,2392,185,0,0,1
193,c7af761e0f90995b5a9a0827276f0512,2960,2079,0,0,1
203,12d856f800dc42c4c5229b99cbeb4053,6226,1289,0,0,1
188,4c9e111bfaa03881a458a460b0722709,1901,29,0,0,1
205,013be8a44f35b9368f36715b053aa990,8317,736,0,0,1
194,318fc95107fd4ff003a3167940091152,3095,29574,0,0,1
202,43a971db6364c4ed7cd101feca243600,4567,31088,0,0,1
186,8920a3b5f03b8f613873eea3b61a1c93,1686,873,0,0,1
