index,父微博用户ID,count,followers,TimeDIST,NetDIST,feature
55,3a3992c9294db76c9b129bb6f867ebe1,28,169,948,11,0
22,3dc2d5ee3ee4587a8a274cfbc7e3c20f,17,121,1145,4,0
96,20f71cd638c67f2764b4108fb3b8f7c8,51,972,340,2,0
152,1bdb96a290cbd7b357605eccf4f2d27e,159,982,47,2,0
112,6f8274355a16ba11c4871e90e601125b,74,680,174,3,0
169,e44f5031859d309f3353d2874ffa7192,266,2193,143,2,0
123,13dfba43de47dbcd2a07e01950c1e00d,83,3652,294,2,0
111,315b1004bdaec82614b43a087d1a3d47,73,297,272,3,0
67,6e15f1bb4153d5761b721f261f0699e4,30,177,76,4,0
46,91c0757c84405b71a49354f2193b53e0,25,92,209,1,0
30,75225b24867d292f5063aa42166cf75d,20,73,50,1,0
125,e866f5c5af1be3c112c94f9a479827bf,89,143,96,1,0
144,ef0c4a6456df38caa08d4a1df614faf6,131,3355,188,3,0
148,01b874689f63fbbf1a437efa9a1a31cb,142,3873,104,2,0
173,15b621ce165a15a31d58731867c445ac,360,1985,226,2,0
161,e61671ae6229fd2e329abffb1fab99a3,207,1999,130,2,0
124,2e59c64a49736a5b5647f41eec9be686,88,128,3,1,0
100,32513335e97e6d5161b1115b5937827d,58,146,987,2,0
178,1c2facd59cff30780a9061551a37737e,529,9592,10,1,0
180,60c751318f4cf2adf7c870a1cf2ce0e8,577,2052,0,0,0
128,8d114e5a8f8bb3c4250d10ca4d40772d,95,2148,158,2,0
181,08cdef76074f5bf9bd0e53803fe8561f,835,33,0,0,0
33,3f50ea63658117548c577f042c5c1774,21,116,325,2,0
44,421341f58cb2a4134854626f236a2179,25,243,3,1,0
106,d7d125f9605eb875d04cb2940202b7c7,68,407,7,1,0
140,0f5dd75fa2ed482523b629b5f83e4ac1,126,706,35,1,0
72,384e6364e5682f016694d2bb2d0a18af,32,774,639,1,0
41,d31b5740c902262940cdd70a0ec67945,24,4,39,1,0
183,df319c996508d16f19cc687aa7e19a83,1293,403,0,0,1
199,318fc95107fd4ff003a3167940091152,4121,29574,0,0,1
184,768c8145171a276365164af3bd2b94c3,1410,5010,0,0,1
185,cf2a4b8fa6ffc9ca1f219fd19933f2cf,1476,21,647,1,1
192,76bff4a214153e162c98d7ff7d7f9e06,2500,3918,0,0,1
200,1ccd36b5a88b0641491e8e315cc889cd,4183,260,0,0,1
203,12d856f800dc42c4c5229b99cbeb4053,6226,1289,0,0,1
190,a52c51402a6f2f708767e38a351e2d00,2276,1549,0,0,1
182,a8d101c2085a3ac58d9cb1029c7d6bc2,1229,1564,0,0,1
193,c7af761e0f90995b5a9a0827276f0512,2960,2079,0,0,1
197,407ca48f6b41117e98fb675a8af44261,3259,2573,0,0,1
191,bd996818a67dad91fc0fb67fe78a6bc3,2392,185,0,0,1
