index,父微博用户ID,count,followers,TimeDIST,NetDIST,feature
134,030e7716671a76d35daef80682dc8766,115,1155,708,8,0
117,77d694ff1856c42c3242a2e5d85a002f,80,352,213,1,0
70,7447c09ce4cadb45552493a902b089ed,31,141,100,2,0
165,0718603c176da086c69dc07966d46180,226,2531,14,4,0
81,ff9364be5d4ec20fe38108ebc96d9671,35,190,378,4,0
171,c5b0c6257c846681c0162507831bdf0f,280,3246,93,2,0
113,a75aa0e8bd656df0d430a84393b3801b,74,1701,1221,2,0
15,b5a7670dcd72b3bde6eca89ce4ec1e47,13,58,929,5,0
69,be351e2955488c82a832d5ef9c10b3cd,31,114,42,2,0
29,fe2190acce7e7067021687b395df8d73,20,310,31,1,0
65,0ecfb78997a9f4b7e89082e99df419a9,30,397,1082,1,0
75,d7d125f9605eb875d04cb2940202b7c7,33,407,48,3,0
135,d2ad3981f3c1bb2873101010c66d6d52,117,1946,1232,2,0
14,0ca46645b3a3ae06bf0377e26eccffe8,13,58,520,4,0
99,6d95e97915e780cbfb466933382150f6,58,537,22,4,0
68,e358a266d565a54c065fe42091960951,31,471,172,3,0
71,bc7e4edf985d1da649b7e03556a5ac07,31,358,224,1,0
31,260dbe5a11f2b0736ada34eff2f830b6,20,107,90,8,0
20,3f0a38ee5bc82385e2bcc8d863a94bc5,15,47,78,3,0
143,58e0de5396d44f85c178d7e6f4114fdb,130,44,0,0,0
131,bd3daa1b89b3c1e12d460b19bf2a9e10,102,1657,79,6,0
103,030e7716671a76d35daef80682dc8766,61,1155,22,4,0
136,723ac18cb30b88a9a84748ed619d7ac8,119,721,461,11,0
163,2ac16bf2dbae9635afac69cd1f217340,220,3636,121,1,0
146,0718603c176da086c69dc07966d46180,138,2531,137,4,0
78,e36127e1d3fff51c63a84354a7e9a193,34,570,37,1,0
124,2e59c64a49736a5b5647f41eec9be686,88,128,3,1,0
63,fc90977dc07f74598122c786c439bbff,29,695,229,2,0
3,646d43ccb608675073ed75c40b23fa2f,6,20,1318,3,0
150,cc6f1f8154906f716b10c87135e7d3a8,150,7993,10,1,0
161,e61671ae6229fd2e329abffb1fab99a3,207,1999,130,2,0
166,51e76121da372c9271062baa298b8863,238,1605,1213,1,0
95,a1518fbc4d82b37dcf7d2a603d567ad5,50,905,142,1,0
122,93266b2d3675b4511327b09423131c67,83,42,3,2,0
86,291fe5cd9999a9c68cd4ea780d1ff5af,42,189,30,1,0
114,7bf66fad923faccb45ed31c00eeb2e70,77,1694,52,2,0
151,a554ae33e37578d387b1411277333e05,156,1744,63,4,0
180,60c751318f4cf2adf7c870a1cf2ce0e8,577,2052,0,0,0
91,d02fe5ae9d34938a89bf00eb4b457152,45,1197,27,1,0
38,be4f164289ab97d3390248a3746a53a8,23,31,1393,2,0
62,e885a188ab7609c93d98142758e58c47,29,83,83,4,0
106,d7d125f9605eb875d04cb2940202b7c7,68,407,7,1,0
158,6177f90a758e2e2daa117d9258e7bea1,179,1477,199,1,0
43,e7c5d11e0479dc188256163a35368d48,25,400,473,10,0
126,5dd5daff5f842fc34c2af968efa64211,92,211,799,1,0
169,e44f5031859d309f3353d2874ffa7192,266,2193,143,2,0
79,291fe5cd9999a9c68cd4ea780d1ff5af,34,189,1089,1,0
64,f38cb47fb0fdbeaf73da4bf23eb869b7,30,443,160,2,0
61,b6e425775fc670efa502b8f49952c5fc,29,394,311,3,0
155,e44f5031859d309f3353d2874ffa7192,171,2193,156,2,0
177,6c87a723ba495b516ccc5131f7737f98,477,11750,0,0,0
40,ca98347437f9505c19e5703e8fcb0a37,24,302,34,2,0
129,06e1bebf7d92e41093c20917656f1eba,97,1742,146,3,0
57,9fe79d7d96788a264c02ca3d9f018c8e,29,799,42,1,0
137,c4daf0e54d59ef196ea94c9a682209a4,120,1719,1025,2,0
93,a7dd07d3655174cb41e7c95d503a1a5c,46,595,25,3,0
98,cad59422d0843f756f7e04b0925dcb5b,54,41,960,5,0
58,47a449af51bec35db6a43c33a788e8fe,29,233,941,3,0
26,91072ce8d5415c31e243b8d6061232e0,18,103,123,2,0
42,694a10534bd055365d87958e132de9dc,25,547,31,7,0
110,4472dd0f57eca1eaf4a12761cf586c61,70,1191,146,1,0
108,19bdef4efe43dbbcb3e60500748411eb,68,1298,91,2,0
200,1ccd36b5a88b0641491e8e315cc889cd,4183,260,0,0,1
201,c7d207133d5343995b0e98e22a6edc7d,4190,9525,0,0,1
202,43a971db6364c4ed7cd101feca243600,4567,31088,0,0,1
191,bd996818a67dad91fc0fb67fe78a6bc3,2392,185,0,0,1
184,768c8145171a276365164af3bd2b94c3,1410,5010,0,0,1
196,14baec16e62afaf8aac187f828122d21,3243,3027,0,0,1
185,cf2a4b8fa6ffc9ca1f219fd19933f2cf,1476,21,647,1,1
194,318fc95107fd4ff003a3167940091152,3095,29574,0,0,1
198,59201a4cb94b46ae9ef8a16b9cdec55e,3641,553,0,0,1
197,407ca48f6b41117e98fb675a8af44261,3259,2573,0,0,1
182,a8d101c2085a3ac58d9cb1029c7d6bc2,1229,1564,0,0,1
193,c7af761e0f90995b5a9a0827276f0512,2960,2079,0,0,1
