index,父微博用户ID,count,followers,TimeDIST,NetDIST,feature
123,13dfba43de47dbcd2a07e01950c1e00d,83,3652,294,2,0
121,f6c259579d9876137b7b68cc9aaf9300,81,845,173,2,0
163,2ac16bf2dbae9635afac69cd1f217340,220,3636,121,1,0
3,646d43ccb608675073ed75c40b23fa2f,6,20,1318,3,0
174,b672fadcb306797bbba44cae1ecf5765,364,2253,120,2,0
8,b7630dee31ceaa5098b55a4c4d126cb9,11,497,289,1,0
158,6177f90a758e2e2daa117d9258e7bea1,179,1477,199,1,0
175,c360f812947e14510ff253242e51afae,379,4779,47,7,0
51,7fb22e9f92a9af0dbd65e2913608148a,27,371,175,1,0
104,e51bbe8471fbf05507c47d2f746a7cd3,61,493,165,3,0
60,1d90b148ffc0cd15321f35b0563ce28c,29,504,196,2,0
37,d4f6820145d36bb575d092967103e654,23,185,259,5,0
122,93266b2d3675b4511327b09423131c67,83,42,3,2,0
27,e8aa10ba877f946387545af371d5d28d,18,306,201,5,0
138,18a4708426d8bac6532d5f9c04c14eed,121,392,34,2,0
124,2e59c64a49736a5b5647f41eec9be686,88,128,3,1,0
72,384e6364e5682f016694d2bb2d0a18af,32,774,639,1,0
105,87a1ff5a60a23251ce64abfa2374afc9,66,131,520,3,0
19,b7c1eed078f1cbaea13bd18afc8f06d5,15,201,899,3,0
48,a034cd07bef17b080e02323c58340381,26,863,236,1,0
160,ddbc3da8202cb48e0fe05de6a5b32090,201,1524,15,2,0
83,cf949cfb65257a8c6010b4173f13a7d6,37,1463,618,3,0
131,bd3daa1b89b3c1e12d460b19bf2a9e10,102,1657,79,6,0
152,1bdb96a290cbd7b357605eccf4f2d27e,159,982,47,2,0
86,291fe5cd9999a9c68cd4ea780d1ff5af,42,189,30,1,0
62,e885a188ab7609c93d98142758e58c47,29,83,83,4,0
82,800aebd10aa859549712af7faa264bed,36,86,19,2,0
110,4472dd0f57eca1eaf4a12761cf586c61,70,1191,146,1,0
135,d2ad3981f3c1bb2873101010c66d6d52,117,1946,1232,2,0
149,ddacffd27d6eecd0ac02961a72c89af4,148,2382,89,2,0
87,b1bf8e72bfaa33d608dc77a7c93fd397,42,563,133,4,0
144,ef0c4a6456df38caa08d4a1df614faf6,131,3355,188,3,0
133,ef4d7d39f7b3997e79f1179d6fb4074f,114,898,138,4,0
84,28f7dce3fbe473c4e8bfcf51dda3cc3a,38,89,52,8,0
45,f8fcf75e00eedd3cb08e4e34b08e019c,25,803,1231,4,0
13,3028d43a7e9405b53a0b25cdc02a7c5b,13,146,931,5,0
161,e61671ae6229fd2e329abffb1fab99a3,207,1999,130,2,0
179,f911a0b97f2bbfd1244b92b1123c0de3,569,600,43,2,0
15,b5a7670dcd72b3bde6eca89ce4ec1e47,13,58,929,5,0
172,217a7740a38412db4525c1cfb44ff5ca,354,2555,163,2,0
35,4712d2eb91bb6609b3f4d24bb6861b93,22,192,277,6,0
107,4598896a47797f8bcb161aa4b3c9065f,68,184,232,7,0
162,e728aa4d2d8ca96d73b8fcccace8ae02,217,1575,1031,1,0
49,e010f9bc988eae84eb5b7440317d8d8c,26,162,11,2,0
98,cad59422d0843f756f7e04b0925dcb5b,54,41,960,5,0
169,e44f5031859d309f3353d2874ffa7192,266,2193,143,2,0
6,b6330966f6746bee4869e87eab41c198,9,47,55,2,0
142,3af9463319ed7385f1a1fdf0399b432e,129,659,108,2,0
91,d02fe5ae9d34938a89bf00eb4b457152,45,1197,27,1,0
29,fe2190acce7e7067021687b395df8d73,20,310,31,1,0
130,eb2aad46255a5412a9754847c646d91e,98,430,144,2,0
25,ff9364be5d4ec20fe38108ebc96d9671,17,190,60,4,0
199,318fc95107fd4ff003a3167940091152,4121,29574,0,0,1
191,bd996818a67dad91fc0fb67fe78a6bc3,2392,185,0,0,1
187,eaf6d21b853f1cbdeb12a23f5c4fee18,1794,5405,0,0,1
198,59201a4cb94b46ae9ef8a16b9cdec55e,3641,553,0,0,1
189,bb315eee2c36d6bfe63036559625c98b,2015,503,0,0,1
203,12d856f800dc42c4c5229b99cbeb4053,6226,1289,0,0,1
193,c7af761e0f90995b5a9a0827276f0512,2960,2079,0,0,1
192,76bff4a214153e162c98d7ff7d7f9e06,2500,3918,0,0,1
202,43a971db6364c4ed7cd101feca243600,4567,31088,0,0,1
201,c7d207133d5343995b0e98e22a6edc7d,4190,9525,0,0,1
204,03e1002b3e6a2a4d9d1f110232da0088,6494,1370,0,0,1
184,768c8145171a276365164af3bd2b94c3,1410,5010,0,0,1
